item,campo_origem,campo_sql,tipo_dado,app_sales_brasil_sn,campo_looker_bq,status_implementacao,prioridade_implantacao,calculo_bq_final,create_view_select_expr,prompt_ia_base,criterios_avaliacao_ia,gates_governanca_aplicados,saida_json_esperada_ia,fonte_regra_codigo,tem_prompt_open_literal,tem_prompt_closed_literal,resumo_regras_ouro_open,resumo_json_open,resumo_json_closed,validado_bq_sn,validado_app_headers_sn,app_sales_validado_sn,evidencia_validacao
133,Risco Principal,risco_principal,STRING,S,risco_principal,PRONTO,MEDIA,CAST(src.`risco_principal` AS STRING),CAST(src.`risco_principal` AS STRING) AS `risco_principal`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",S,N,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
...","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cli...",N/A,S,S,S,BQ|APP_HEADERS
134,# Total Mudanças,total_mudancas,NUMERIC,S,total_mudancas,PRONTO,MEDIA,SAFE_CAST(src.`total_mudancas` AS NUMERIC),SAFE_CAST(src.`total_mudancas` AS NUMERIC) AS `total_mudancas`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
135,# Mudanças Críticas,mudancas_criticas,NUMERIC,S,mudancas_criticas,PRONTO,MEDIA,SAFE_CAST(src.`mudancas_criticas` AS NUMERIC),SAFE_CAST(src.`mudancas_criticas` AS NUMERIC) AS `mudancas_criticas`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
136,Mudanças Close Date,mudancas_close_date,NUMERIC,S,mudancas_close_date,PRONTO,MEDIA,SAFE_CAST(src.`mudancas_close_date` AS NUMERIC),SAFE_CAST(src.`mudancas_close_date` AS NUMERIC) AS `mudancas_close_date`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
137,Mudanças Stage,mudancas_stage,NUMERIC,S,mudancas_stage,PRONTO,MEDIA,SAFE_CAST(src.`mudancas_stage` AS NUMERIC),SAFE_CAST(src.`mudancas_stage` AS NUMERIC) AS `mudancas_stage`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
138,Mudanças Valor,mudancas_valor,NUMERIC,S,mudancas_valor,PRONTO,MEDIA,SAFE_CAST(src.`mudancas_valor` AS NUMERIC),SAFE_CAST(src.`mudancas_valor` AS NUMERIC) AS `mudancas_valor`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
139,🚨 Anomalias Detectadas,anomalias_detectadas,STRING,S,anomalias_detectadas,PRONTO,MEDIA,CAST(src.`anomalias_detectadas` AS STRING),CAST(src.`anomalias_detectadas` AS STRING) AS `anomalias_detectadas`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",S,N,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
...","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cli...",N/A,S,S,S,BQ|APP_HEADERS
140,Velocity Predição,velocity_predicao,STRING,S,velocity_predicao,PRONTO,MEDIA,CAST(src.`velocity_predicao` AS STRING),CAST(src.`velocity_predicao` AS STRING) AS `velocity_predicao`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",S,N,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
...","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cli...",N/A,S,S,S,BQ|APP_HEADERS
141,Velocity Detalhes,velocity_detalhes,STRING,S,velocity_detalhes,PRONTO,MEDIA,CAST(src.`velocity_detalhes` AS STRING),CAST(src.`velocity_detalhes` AS STRING) AS `velocity_detalhes`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",S,N,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
...","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cli...",N/A,S,S,S,BQ|APP_HEADERS
142,Território Correto?,territorio_correto,BOOLEAN,S,territorio_correto,PRONTO,MEDIA,SAFE_CAST(src.`territorio_correto` AS BOOL),SAFE_CAST(src.`territorio_correto` AS BOOL) AS `territorio_correto`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
143,Vendedor Designado,vendedor_designado,STRING,S,vendedor_designado,PRONTO,MEDIA,CAST(src.`vendedor_designado` AS STRING),CAST(src.`vendedor_designado` AS STRING) AS `vendedor_designado`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
144,Estado/Cidade Detectado,estado_cidade_detectado,STRING,S,estado_cidade_detectado,PRONTO,MEDIA,CAST(src.`estado_cidade_detectado` AS STRING),CAST(src.`estado_cidade_detectado` AS STRING) AS `estado_cidade_detectado`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
145,Fonte Detecção,fonte_deteccao,STRING,S,fonte_deteccao,PRONTO,MEDIA,CAST(src.`fonte_deteccao` AS STRING),CAST(src.`fonte_deteccao` AS STRING) AS `fonte_deteccao`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
146,Calendário Faturação,calendario_faturacao,STRING,S,calendario_faturacao,PRONTO,MEDIA,CAST(src.`calendario_faturacao` AS STRING),CAST(src.`calendario_faturacao` AS STRING) AS `calendario_faturacao`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
147,Valor Reconhecido Q1,valor_reconhecido_q1,NUMERIC,S,valor_reconhecido_q1,PRONTO,MEDIA,SAFE_CAST(src.`valor_reconhecido_q1` AS NUMERIC),SAFE_CAST(src.`valor_reconhecido_q1` AS NUMERIC) AS `valor_reconhecido_q1`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
148,Valor Reconhecido Q2,valor_reconhecido_q2,NUMERIC,S,valor_reconhecido_q2,PRONTO,MEDIA,SAFE_CAST(src.`valor_reconhecido_q2` AS NUMERIC),SAFE_CAST(src.`valor_reconhecido_q2` AS NUMERIC) AS `valor_reconhecido_q2`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
149,Valor Reconhecido Q3,valor_reconhecido_q3,NUMERIC,S,valor_reconhecido_q3,PRONTO,MEDIA,SAFE_CAST(src.`valor_reconhecido_q3` AS NUMERIC),SAFE_CAST(src.`valor_reconhecido_q3` AS NUMERIC) AS `valor_reconhecido_q3`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
150,Valor Reconhecido Q4,valor_reconhecido_q4,NUMERIC,S,valor_reconhecido_q4,PRONTO,MEDIA,SAFE_CAST(src.`valor_reconhecido_q4` AS NUMERIC),SAFE_CAST(src.`valor_reconhecido_q4` AS NUMERIC) AS `valor_reconhecido_q4`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
151,Portfólio,portfolio,STRING,S,portfolio,PRONTO,MEDIA,CAST(src.`portfolio` AS STRING),CAST(src.`portfolio` AS STRING) AS `portfolio`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
152,Portfolio FDM,portfolio_fdm_analise,STRING,S,portfolio_fdm_analise,PRONTO,MEDIA,CAST(src.`portfolio_fdm_analise` AS STRING),CAST(src.`portfolio_fdm_analise` AS STRING) AS `portfolio_fdm_analise`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
153,Owner Preventa,owner_preventa,STRING,S,owner_preventa,PRONTO,MEDIA,CAST(src.`owner_preventa` AS STRING),CAST(src.`owner_preventa` AS STRING) AS `owner_preventa`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
154,Cidade de cobrança,cidade_de_cobranca,STRING,S,cidade_de_cobranca,PRONTO,MEDIA,CAST(src.`cidade_de_cobranca` AS STRING),CAST(src.`cidade_de_cobranca` AS STRING) AS `cidade_de_cobranca`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
155,Estado/Província de cobrança,estado_provincia_de_cobranca,STRING,S,estado_provincia_de_cobranca,PRONTO,MEDIA,CAST(src.`estado_provincia_de_cobranca` AS STRING),CAST(src.`estado_provincia_de_cobranca` AS STRING) AS `estado_provincia_de_cobranca`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
156,Vertical IA,vertical_ia,STRING,S,vertical_ia,PRONTO,MEDIA,CAST(src.`vertical_ia` AS STRING),CAST(src.`vertical_ia` AS STRING) AS `vertical_ia`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
157,Sub-vertical IA,sub_vertical_ia,STRING,S,sub_vertical_ia,PRONTO,MEDIA,CAST(src.`sub_vertical_ia` AS STRING),CAST(src.`sub_vertical_ia` AS STRING) AS `sub_vertical_ia`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
158,Sub-sub-vertical IA,sub_sub_vertical_ia,STRING,S,sub_sub_vertical_ia,PRONTO,MEDIA,CAST(src.`sub_sub_vertical_ia` AS STRING),CAST(src.`sub_sub_vertical_ia` AS STRING) AS `sub_sub_vertical_ia`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
159,Evidência Citada IA,evidencia_citada_ia,STRING,S,evidencia_citada_ia,PRONTO,MEDIA,CAST(src.`evidencia_citada_ia` AS STRING),CAST(src.`evidencia_citada_ia` AS STRING) AS `evidencia_citada_ia`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",S,N,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
...","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cli...",N/A,S,S,S,BQ|APP_HEADERS
160,Avaliação Personas IA,avaliacao_personas_ia,STRING,S,avaliacao_personas_ia,PRONTO,MEDIA,CAST(src.`avaliacao_personas_ia` AS STRING),CAST(src.`avaliacao_personas_ia` AS STRING) AS `avaliacao_personas_ia`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",S,N,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
...","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cli...",N/A,S,S,S,BQ|APP_HEADERS
161,Tipo Oportunidade,tipo_oportunidade,STRING,S,tipo_oportunidade,PRONTO,MEDIA,CAST(src.`tipo_oportunidade` AS STRING),CAST(src.`tipo_oportunidade` AS STRING) AS `tipo_oportunidade`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
162,Processo,processo,STRING,S,processo,PRONTO,MEDIA,CAST(src.`processo` AS STRING),CAST(src.`processo` AS STRING) AS `processo`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
163,🕐 Última Atualização,ultima_atualizacao,STRING,S,ultima_atualizacao,PRONTO,MEDIA,CAST(src.`ultima_atualizacao` AS STRING),CAST(src.`ultima_atualizacao` AS STRING) AS `ultima_atualizacao`,Variáveis de contexto de governança enviadas ao prompt OPEN/CLOSED.,"Critérios de governança operacional: estagnação, incoerências, idle, tempo de funil, mudanças de fase/data, Deal Desk, governo e velocity para suporte da auditoria e priorização tática.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.",N/A (campo de suporte para decisão e gates),"appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",N,N,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
164,tipo_oportunidade,filtro_tipo_oportunidade,STRING,S,filtro_tipo_oportunidade,PRONTO,MEDIA,CAST(src.`filtro_tipo_oportunidade` AS STRING),CAST(src.`filtro_tipo_oportunidade` AS STRING) AS `filtro_tipo_oportunidade`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
165,processo,filtro_processo,STRING,S,filtro_processo,PRONTO,MEDIA,CAST(src.`filtro_processo` AS STRING),CAST(src.`filtro_processo` AS STRING) AS `filtro_processo`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
166,owner_preventa,filtro_owner_preventa,STRING,S,filtro_owner_preventa,PRONTO,MEDIA,CAST(src.`filtro_owner_preventa` AS STRING),CAST(src.`filtro_owner_preventa` AS STRING) AS `filtro_owner_preventa`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
