item,campo_origem,campo_sql,tipo_dado,caracteristica_dado,descricao_funcional,calculo_sheets_as_is,calculo_bq_to_be_original,calculo_bq_final,tipo_calculo_bq,bq_alias_origem,bq_coluna_resultado,compliance_sn,datalake_xertica_sn,app_sales_brasil_sn,campo_looker_bq,status_implementacao,prioridade_implantacao,risco,observacoes_negocio,dataset_referencia,tabela_referencia,create_view_select_expr,prompt_ia_base,criterios_avaliacao_ia,gates_governanca_aplicados,saida_json_esperada_ia,fonte_regra_codigo,prompt_open_literal_completo,prompt_closed_literal_completo,regras_ouro_open_literal,json_schema_open_literal,json_schema_closed_literal,validado_bq_sn,validado_app_headers_sn,app_sales_validado_sn,evidencia_validacao
39,Forecast,categoria_forecast,STRING,Origen Salesforce,Agrupación directiva para la construcción del pronóstico probabilístico sobre concreciones financieras en un periodo delimitado.,Dato plano,Extracto directo,CAST(src.`categoria_forecast` AS STRING),DIRECT,src,categoria_forecast,S,S,N,Forecast Opp,PRONTO,MEDIA,,,operaciones-br.sales_intelligence,pipeline,CAST(src.`categoria_forecast` AS STRING) AS `categoria_forecast`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)","Atue como VP de Sales Operations. Audite este deal para Forecast.
DADOS:
${baseData}

REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
3) Se Champion OU Economic Buyer forem ""Não identificado"" E Inatividade > 14 dias, adicione label ""PERSONAS-AUSENTES"".
4) Se MEDDIC tiver mais de 3 gaps OU BANT tiver mais de 2 gaps, classifique como ""BAIXA qualificação"".
5) Se houver ""DEAL DESK OBRIGATORIO"" e NÃO houver evidência de aprovação (pricing/financeiro/deal desk), AÇÃO = CHECAR-DEAL-DESK.
6) Se houver ""INCOERENCIA FASE x DADOS"" ou ALERTA INCOERÊNCIA != OK, reduza CONFIANÇA e AÇÃO = AUDITORIA-CRM.
7) Se a descrição for vaga/curta (ex.: ""follow up""), marque label ""BANT AUSENTE"".
8) Se for GOVERNO e houver marcos (ETP/TR/EDITAL/PNCP/ARP etc.), NÃO penalize apenas por idle; exija evidência do próximo marco.
9) AÇÃO: NUNCA use ""GENERICO"". Escolha exatamente uma:
[AUDITORIA-CRM, VALIDAR-DATA, AUMENTAR-CADENCIA, CHECAR-DEAL-DESK, REQUALIFICAR, FECHAMENTO-IMEDIATO, ENCERRAR-INATIVO]
10) TIER MATRIX — PISO DE CONFIANÇA CALCULADO PELO MOTOR = ${adj.floorConf}%:
    Tipo         | Base | 🟢<15d | 🟡15-29d | 🟠30-59d | 🔴60-89d | 💀≥90d
    Renovação/TT |  75  |   75   |    70    |    65    |    55    |    45
    Adicional/UP |  70  |   70   |    65    |    60    |    50    |    40
    Nova acq.    |  55  |   55   |    45    |    35    |    25    |    15
    → Este deal: tipo ""${adj.dealTier}"" × inatividade ""${adj.idleLabel}"" → PISO = ${adj.floorConf}%.
    → Se cliente existente: confiança NÃO deve cair abaixo de ${adj.floorConf}% sem evidência concreta de CHURN. A justificativa DEVE mencionar a facilidade inerente.
    → Se Nova aquisição: aplique penalidade progressiva por inatividade; descubra por que o deal está parado.
11) QUALIDADE ENGAJAMENTO (REGRA ESTRITA): Se o campo INATIVO (Idle Days) for maior que 30 dias, o campo engagement_quality DEVE ser obrigatoriamente ""BAIXA"", independentemente do volume passado de atividades. Engajamento antigo não conta como engajamento ativo.
12) OCULTAÇÃO DE MATURIDADE: Se ALERTA OCULTACAO MATURIDADE != 'OK', o campo check_incoerencia DEVE conter exatamente ""Sinal forte de Ocultação de Maturidade. Oportunidade retida em fase inicial, mas com maturidade e engajamento de fase de fecho."" e a label ""OCULTACAO-MATURIDADE"" DEVE ser adicionada. Além disso, eleve o Forecast IA para COMMIT ou UPSIDE conforme o score de confiança calculado — não respeite a fase declarada pelo vendedor.
13) FALSO ENGAJAMENTO (DECISOR AUSENTE): Se ALERTA FALSO ENGAJAMENTO (DECISOR AUSENTE) != 'OK', a primeira frase do risco_principal (antes mesmo da regra de Velocity) DEVE ser: ""👻 FALSO ENGAJAMENTO: [nome(s)] ausente(s) nas últimas interações — risco de Happy Ears. A equipe técnica está engajada mas o(s) decisor(es) estão ausentes."" e a label ""FALSO-ENGAJAMENTO"" DEVE ser adicionada.
14) EFEITO HALO: Se ALERTA EFEITO HALO != 'OK', NÃO aplique penalidade de inatividade a esta oportunidade. A conta está ativa (atividade recente em negócios paralelos no CRM). Mantenha a confiança no piso mínimo do tier (${adj.floorConf}%) e mencione o efeito halo na justificativa.
15) ESTAGNAÇÃO DE FUNIL: Se ALERTA ESTAGNAÇÃO FUNIL != 'OK', penalize a confiança em pelo menos 10 pontos adicionais, adicione a label ""ESTAGNACAO-FUNIL"" e mencione explicitamente no risco_principal que o deal está preso na mesma fase há muitos dias apesar do volume de atividades — questiona se o engajamento está convertendo em avanço real de fase.

ESCALA DE CONFIANÇA (0-100):
- 0-20: Muito baixa (múltiplos bloqueadores críticos, alta chance de perda)
- 21-40: Baixa (bloqueadores significativos, qualificação fraca, anomalias de inatividade)
- 41-60: Moderada (alguns riscos, mas viável com ação)
- 61-80: Alta (bem qualificado, poucos riscos)
- 81-100: Muito alta (evidências fortes, caminho claro para fechamento)

AVALIE A QUALIDADE DO ENGAJAMENTO:
Com base no conteúdo das atividades, classifique a qualidade como:
- 'ALTA': conversas sobre próximos passos, valor, objeções, reuniões executivas, apresentações
- 'MÉDIA': follow-ups genéricos, registros de contato, e-mails de acompanhamento
- 'BAIXA': sem conteúdo relevante, comentários vazios, apenas registros automáticos

RETORNE APENAS JSON (sem markdown):
{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cliente ativo.' | '5 slippages e fase estagnada há 90 dias.' NÃO repita a justificativa detalhada aqui."",
  ""justificativa"": ""DOSSIÊ: Análise técnica densa (3-5 frases) cobrindo: (1) score de confiança e category, (2) fase + tempo no funil vs prazo, (3) maturidade MEDDIC/BANT com evidências concretas, (4) qualidade e recorrência do engajamento, (5) principal fator de risco ou avanço. NÃO seja uma repetição do motivo_confianca."",
  ""engagement_quality"": ""BAIXA|MÉDIA|ALTA"",
  ""acao_code"": """",
  ""acao_desc"": ""Instrução tática baseada em evidências."",
  ""check_incoerencia"": ""OK ou explicação detalhada"",
  ""perguntas_auditoria"": ""Gere 3 perguntas INCISIVAS e AGRESSIVAS para o gestor usar no 1:1 com o vendedor. REGRA 1: Se 'Mudanças Close Date' > 2, PELO MENOS UMA das perguntas deve confrontar o slippage diretamente (ex: 'Você alterou a data de fechamento X vezes — o que exatamente está travando a assinatura?'). REGRA 2: Se houver 'Anomalias Detectadas' diferentes de OK/-, ao menos uma pergunta deve referenciar a anomalia específica. REGRA 3: Se o deal estiver em fase 'Negociação' ou 'Deal Desk', NÃO faça perguntas genéricas de BANT; foque no que está travando o fechamento."",
  ""gaps_identificados"": [""Gap 1"", ""Gap 2""],
  ""risco_principal"": ""Se Velocity for DESACELERANDO ou ESTAGNADO, começa obrigatoriamente com '🔴 VELOCITY [predição]: [causa]'. Senão, descreva o maior risco com base em evidências."",
  ""evidencia_citada"": ""Trecho específico que suportou a decisão"",
  ""personas_assessment"": ""Avaliação da qualidade de personas identificadas"",
  ""labels"": [""TAG1"", ""TAG2""]
}",N/A,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
3) Se Champion OU Economic Buyer forem ""Não identificado"" E Inatividade > 14 dias, adicione label ""PERSONAS-AUSENTES"".
4) Se MEDDIC tiver mais de 3 gaps OU BANT tiver mais de 2 gaps, classifique como ""BAIXA qualificação"".
5) Se houver ""DEAL DESK OBRIGATORIO"" e NÃO houver evidência de aprovação (pricing/financeiro/deal desk), AÇÃO = CHECAR-DEAL-DESK.
6) Se houver ""INCOERENCIA FASE x DADOS"" ou ALERTA INCOERÊNCIA != OK, reduza CONFIANÇA e AÇÃO = AUDITORIA-CRM.
7) Se a descrição for vaga/curta (ex.: ""follow up""), marque label ""BANT AUSENTE"".
8) Se for GOVERNO e houver marcos (ETP/TR/EDITAL/PNCP/ARP etc.), NÃO penalize apenas por idle; exija evidência do próximo marco.
9) AÇÃO: NUNCA use ""GENERICO"". Escolha exatamente uma:
[AUDITORIA-CRM, VALIDAR-DATA, AUMENTAR-CADENCIA, CHECAR-DEAL-DESK, REQUALIFICAR, FECHAMENTO-IMEDIATO, ENCERRAR-INATIVO]
10) TIER MATRIX — PISO DE CONFIANÇA CALCULADO PELO MOTOR = ${adj.floorConf}%:
    Tipo         | Base | 🟢<15d | 🟡15-29d | 🟠30-59d | 🔴60-89d | 💀≥90d
    Renovação/TT |  75  |   75   |    70    |    65    |    55    |    45
    Adicional/UP |  70  |   70   |    65    |    60    |    50    |    40
    Nova acq.    |  55  |   55   |    45    |    35    |    25    |    15
    → Este deal: tipo ""${adj.dealTier}"" × inatividade ""${adj.idleLabel}"" → PISO = ${adj.floorConf}%.
    → Se cliente existente: confiança NÃO deve cair abaixo de ${adj.floorConf}% sem evidência concreta de CHURN. A justificativa DEVE mencionar a facilidade inerente.
    → Se Nova aquisição: aplique penalidade progressiva por inatividade; descubra por que o deal está parado.
11) QUALIDADE ENGAJAMENTO (REGRA ESTRITA): Se o campo INATIVO (Idle Days) for maior que 30 dias, o campo engagement_quality DEVE ser obrigatoriamente ""BAIXA"", independentemente do volume passado de atividades. Engajamento antigo não conta como engajamento ativo.
12) OCULTAÇÃO DE MATURIDADE: Se ALERTA OCULTACAO MATURIDADE != 'OK', o campo check_incoerencia DEVE conter exatamente ""Sinal forte de Ocultação de Maturidade. Oportunidade retida em fase inicial, mas com maturidade e engajamento de fase de fecho."" e a label ""OCULTACAO-MATURIDADE"" DEVE ser adicionada. Além disso, eleve o Forecast IA para COMMIT ou UPSIDE conforme o score de confiança calculado — não respeite a fase declarada pelo vendedor.
13) FALSO ENGAJAMENTO (DECISOR AUSENTE): Se ALERTA FALSO ENGAJAMENTO (DECISOR AUSENTE) != 'OK', a primeira frase do risco_principal (antes mesmo da regra de Velocity) DEVE ser: ""👻 FALSO ENGAJAMENTO: [nome(s)] ausente(s) nas últimas interações — risco de Happy Ears. A equipe técnica está engajada mas o(s) decisor(es) estão ausentes."" e a label ""FALSO-ENGAJAMENTO"" DEVE ser adicionada.
14) EFEITO HALO: Se ALERTA EFEITO HALO != 'OK', NÃO aplique penalidade de inatividade a esta oportunidade. A conta está ativa (atividade recente em negócios paralelos no CRM). Mantenha a confiança no piso mínimo do tier (${adj.floorConf}%) e mencione o efeito halo na justificativa.
15) ESTAGNAÇÃO DE FUNIL: Se ALERTA ESTAGNAÇÃO FUNIL != 'OK', penalize a confiança em pelo menos 10 pontos adicionais, adicione a label ""ESTAGNACAO-FUNIL"" e mencione explicitamente no risco_principal que o deal está preso na mesma fase há muitos dias apesar do volume de atividades — questiona se o engajamento está convertendo em avanço real de fase.","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cliente ativo.' | '5 slippages e fase estagnada há 90 dias.' NÃO repita a justificativa detalhada aqui."",
  ""justificativa"": ""DOSSIÊ: Análise técnica densa (3-5 frases) cobrindo: (1) score de confiança e category, (2) fase + tempo no funil vs prazo, (3) maturidade MEDDIC/BANT com evidências concretas, (4) qualidade e recorrência do engajamento, (5) principal fator de risco ou avanço. NÃO seja uma repetição do motivo_confianca."",
  ""engagement_quality"": ""BAIXA|MÉDIA|ALTA"",
  ""acao_code"": """",
  ""acao_desc"": ""Instrução tática baseada em evidências."",
  ""check_incoerencia"": ""OK ou explicação detalhada"",
  ""perguntas_auditoria"": ""Gere 3 perguntas INCISIVAS e AGRESSIVAS para o gestor usar no 1:1 com o vendedor. REGRA 1: Se 'Mudanças Close Date' > 2, PELO MENOS UMA das perguntas deve confrontar o slippage diretamente (ex: 'Você alterou a data de fechamento X vezes — o que exatamente está travando a assinatura?'). REGRA 2: Se houver 'Anomalias Detectadas' diferentes de OK/-, ao menos uma pergunta deve referenciar a anomalia específica. REGRA 3: Se o deal estiver em fase 'Negociação' ou 'Deal Desk', NÃO faça perguntas genéricas de BANT; foque no que está travando o fechamento."",
  ""gaps_identificados"": [""Gap 1"", ""Gap 2""],
  ""risco_principal"": ""Se Velocity for DESACELERANDO ou ESTAGNADO, começa obrigatoriamente com '🔴 VELOCITY [predição]: [causa]'. Senão, descreva o maior risco com base em evidências."",
  ""evidencia_citada"": ""Trecho específico que suportou a decisão"",
  ""personas_assessment"": ""Avaliação da qualidade de personas identificadas"",
  ""labels"": [""TAG1"", ""TAG2""]
}",N/A,N,N,N,SEM_EVIDENCIA
40,Fecha de la última modificación,fecha_ultima_modificacion,TIMESTAMP,Origen Salesforce,Huella del sistema indicando el último suceso transaccional registrado.,Dato plano,CAST(fecha_ultima_modificacion AS TIMESTAMP),CAST(fecha_ultima_modificacion AS TIMESTAMP),CALCULATED,src,fecha_ultima_modificacion,S,S,N,Fecha de la última modificación,PRONTO,MEDIA,,,operaciones-br.sales_intelligence,pipeline,CAST(fecha_ultima_modificacion AS TIMESTAMP) AS `fecha_ultima_modificacion`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
41,Descuento Xertica %,descuento_interno_porcentaje,NUMERIC,Origen Salesforce,Índice de deducción porcentual de naturaleza estratégica concedido por operaciones internas.,Dato plano,Extracto directo,SAFE_CAST(src.`descuento_interno_porcentaje` AS NUMERIC),DIRECT,src,descuento_interno_porcentaje,S,S,N,Descuento Xertica %,PRONTO,MEDIA,,,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`descuento_interno_porcentaje` AS NUMERIC) AS `descuento_interno_porcentaje`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
42,Time in stages,tiempo_historico_etapas,INT64,Origen Salesforce,Cuantificación acumulada de jornadas desde la concepción analítica a través de todas sus fases superadas.,Dato plano,Extracto directo,SAFE_CAST(src.`tiempo_historico_etapas` AS INT64),DIRECT,src,tiempo_historico_etapas,N,N,N,,PENDENTE,MEDIA,,,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`tiempo_historico_etapas` AS INT64) AS `tiempo_historico_etapas`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
43,Segmento Consolidado,segmento_consolidado,STRING,Origen Salesforce,"Visión macroscópica unificada que aglutina las subclasificaciones de mercado, facilitando el análisis vertical.",Dato plano,Extracto directo,CAST(src.`segmento_consolidado` AS STRING),DIRECT,src,segmento_consolidado,N,N,S,No existe,PARCIAL,MEDIA,,"Se debe incluir en el modelo de datos de looker, se debería extraer directamente de SF",operaciones-br.sales_intelligence,pipeline,CAST(src.`segmento_consolidado` AS STRING) AS `segmento_consolidado`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
44,Top deal,flag_top_deal,BOOLEAN,Origen Salesforce,Indicador de jerarquía máxima; distingue si la transacción exige un enfoque corporativo priorizado por su escala.,Mapeo de valores 0/1,CAST(top_deal AS BOOL),CAST(top_deal AS BOOL),CALCULATED,src,flag_top_deal,S,S,N,Top deal,PRONTO,MEDIA,,,operaciones-br.sales_intelligence,pipeline,CAST(top_deal AS BOOL) AS `flag_top_deal`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
45,Top Account,flag_top_account,BOOLEAN,Origen Salesforce,Indicador que exalta cuentas clave de importancia estratégica fundamental para la estructura comercial.,Mapeo de valores 0/1,CAST(top_account AS BOOL),CAST(top_account AS BOOL),CALCULATED,src,flag_top_account,S,S,N,Top Account,PRONTO,MEDIA,,,operaciones-br.sales_intelligence,pipeline,CAST(top_account AS BOOL) AS `flag_top_account`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
46,Origen de la campaña principal,campana_generadora,STRING,Origen Salesforce,Trazabilidad del mecanismo o acción de marketing que indujo de manera principal la captación o maduración de la oportunidad.,Dato plano,Extracto directo,CAST(src.`campana_generadora` AS STRING),DIRECT,src,campana_generadora,N,N,N,Tipo campaña Opp,PRONTO,MEDIA,Medio,Validar con lorena. Los valores no coinciden con las reglas de negocio. Fact oportunidad > Tipo campaña opp. Puede estar combinando valores de dos columnas y puede traer resultados contaminados,operaciones-br.sales_intelligence,pipeline,CAST(src.`campana_generadora` AS STRING) AS `campana_generadora`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
47,Owner Campaña,propietario_campana,STRING,Origen Salesforce,Gestor primario del esfuerzo programado de captación de leads que influyó en el negocio.,Dato plano,Extracto directo,CAST(src.`propietario_campana` AS STRING),DIRECT,src,propietario_campana,N,N,N,No existe,PENDENTE,BAIXA,Bajo,"Se debe incluir en el modelo de datos de looker, se debería extraer directamente de SF",operaciones-br.sales_intelligence,pipeline,CAST(src.`propietario_campana` AS STRING) AS `propietario_campana`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
48,Calendario facturación,frecuencia_facturacion,STRING,Origen Salesforce,Disposición cronológica estructurada referente a los hitos de desembolso acordados con el cliente adquirente.,Dato plano,Extracto directo,CAST(src.`frecuencia_facturacion` AS STRING),DIRECT,src,frecuencia_facturacion,N,N,N,No existe,PARCIAL,MEDIA,Medio,"Se debe incluir en el modelo de datos de looker, se debería extraer directamente de SF",operaciones-br.sales_intelligence,pipeline,CAST(src.`frecuencia_facturacion` AS STRING) AS `frecuencia_facturacion`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
49,Fecha Facturación,fecha_facturacion,DATE,Origen Salesforce,Señalamiento exacto del día inicial estimado o formal para la emisión del documento tributario primario.,Dato plano,CAST(fecha_facturacion AS DATE),CAST(fecha_facturacion AS DATE),CALCULATED,src,fecha_facturacion,N,N,N,No existe,PARCIAL,MEDIA,Medio,"Se debe incluir en el modelo de datos de looker, se debería extraer directamente de SF",operaciones-br.sales_intelligence,pipeline,CAST(fecha_facturacion AS DATE) AS `fecha_facturacion`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
